	lev	line1	line2	val1	val2	val3	r	pr	csr	vr
637	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	167836,9	167836,9	167836,9	01	13	39 4 02 90000	800
638	4	"Подпрограмма ""Управление государственным долгом и государственными финансовыми активами Российской Федерации"""	"Подпрограмма ""Управление государственным долгом и государственными финансовыми активами Российской Федерации"""	5176843,3	5175024,8	5221795,1	01	13	39 5	
639	5	"Основное мероприятие ""Взаимодействие с международными рейтинговыми агентствами"""	"Основное мероприятие ""Взаимодействие с международными рейтинговыми агентствами"""	76655,2	78882,1	81637,8	01	13	39 5 05	
640	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	76655,2	78882,1	81637,8	01	13	39 5 05 90000	200
641	5	"Основное мероприятие ""Выполнение обязательств по выплате вознаграждений агентам и консультантам"""	"Основное мероприятие ""Выполнение обязательств по выплате вознаграждений агентам и консультантам"""	1722011,8	1766485,7	1769093	01	13	39 5 07	
642	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	1722011,8	1766485,7	1769093	01	13	39 5 07 90000	200
643	5	"Основное мероприятие ""Обеспечение защиты интересов Российской Федерации в международных судебных и иных юридических спорах, касающихся финансовых претензий к Российской Федерации"""	"Основное мероприятие ""Обеспечение защиты интересов Российской Федерации в международных судебных и иных юридических спорах, касающихся финансовых претензий к Российской Федерации"""	3378176,3	3329657	3371064,3	01	13	39 5 09	
644	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	3378176,3	3329657	3371064,3	01	13	39 5 09 90000	800
645	4	"Подпрограмма ""Развитие международного финансово-экономического сотрудничества Российской Федерации"""	"Подпрограмма ""Развитие международного финансово-экономического сотрудничества Российской Федерации"""	16013642,6	16296569,4	18798331,8	01	13	39 6	
646	5	"Основное мероприятие ""Координация подготовки и реализации проектов, осуществляемых в Российской Федерации при участии международных финансовых организаций"""	"Основное мероприятие ""Координация подготовки и реализации проектов, осуществляемых в Российской Федерации при участии международных финансовых организаций"""	16013642,6	16296569,4	18798331,8	01	13	39 6 03	
647	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	16013642,6	16296569,4	18798331,8	01	13	39 6 03 90000	200
648	4	"Подпрограмма ""Государственное регулирование отрасли драгоценных металлов и драгоценных камней"""	"Подпрограмма ""Государственное регулирование отрасли драгоценных металлов и драгоценных камней"""	3104431,8	3066090,4	3040522,4	01	13	39 8	
649	5	"Основное мероприятие ""Организация формирования Государственного фонда драгоценных металлов и драгоценных камней Российской Федерации"""	"Основное мероприятие ""Организация формирования Государственного фонда драгоценных металлов и драгоценных камней Российской Федерации"""	2295590,2	2261058,4	2238030	01	13	39 8 02	
650	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	1211941,6	1211810,6	1211941,6	01	13	39 8 02 90000	100
651	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	1044406,9	1010008,1	986839,7	01	13	39 8 02 90000	200
652	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	39241,7	39239,7	39248,7	01	13	39 8 02 90000	800
653	5	"Основное мероприятие ""Обеспечение осуществления федерального пробирного надзора, в том числе опробования и клеймения государственным пробирным клеймом"""	"Основное мероприятие ""Обеспечение осуществления федерального пробирного надзора, в том числе опробования и клеймения государственным пробирным клеймом"""	808841,6	805032	802492,4	01	13	39 8 03	
654	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	687088,1	687088,1	687088,1	01	13	39 8 03 90000	100
655	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	102862,8	99453,9	96914,4	01	13	39 8 03 90000	200
656	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	18890,7	18490	18489,9	01	13	39 8 03 90000	800
657	4	"Подпрограмма ""Эффективное функционирование финансовых рынков, банковской, страховой деятельности, схем инвестирования и защиты пенсионных накоплений"""	"Подпрограмма ""Эффективное функционирование финансовых рынков, банковской, страховой деятельности, схем инвестирования и защиты пенсионных накоплений"""	202132,3	195749,1	191493,7	01	13	39 Б	
658	5	"Основное мероприятие ""Защита прав инвесторов и потребителей финансовых услуг"""	"Основное мероприятие ""Защита прав инвесторов и потребителей финансовых услуг"""	202132,3	195749,1	191493,7	01	13	39 Б 06	
659	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	201031,9	194683,5	190451,2	01	13	39 Б 06 90000	200
660	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Социальное обеспечение и иные выплаты населению)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Социальное обеспечение и иные выплаты населению)	1100,4	1065,6	1042,5	01	13	39 Б 06 90000	300
661	3	"Государственная программа Российской Федерации ""Внешнеполитическая деятельность"""	"Государственная программа Российской Федерации ""Внешнеполитическая деятельность"""	11177974,2	10900444,2	10781934,1	01	13	41	
662	4	"Подпрограмма ""Осуществление функций по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере международных отношений Российской Федерации"""	"Подпрограмма ""Осуществление функций по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере международных отношений Российской Федерации"""	10544023,2	10283732	10196098,1	01	13	41 1	
663	5	"Основное мероприятие ""Государственная поддержка отдельных некоммерческих организаций в сфере международного сотрудничества"""	"Основное мероприятие ""Государственная поддержка отдельных некоммерческих организаций в сфере международного сотрудничества"""	133986,5	132295,5	131630,2	01	13	41 1 07	
664	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	133986,5	132295,5	131630,2	01	13	41 1 07 90000	600
665	5	"Основное мероприятие ""Обеспечение реализации подпрограммы"""	"Основное мероприятие ""Обеспечение реализации подпрограммы"""	10410036,7	10151436,5	10064467,9	01	13	41 1 10	
666	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	5004984	5045835,2	5062784,8	01	13	41 1 10 90000	100
667	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	2428259,4	2335839	2274787,8	01	13	41 1 10 90000	200
668	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Капитальные вложения в объекты государственной (муниципальной) собственности)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Капитальные вложения в объекты государственной (муниципальной) собственности)	1981888,1	1918636,4	1876468,5	01	13	41 1 10 90000	400
669	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	969762	826679,3	826679,3	01	13	41 1 10 90000	600
670	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	25143,2	24446,6	23747,5	01	13	41 1 10 90000	800
671	4	"Подпрограмма ""Осуществление деятельности в сферах международного гуманитарного сотрудничества и содействия международному развитию"""	"Подпрограмма ""Осуществление деятельности в сферах международного гуманитарного сотрудничества и содействия международному развитию"""	633951	616712,2	585836	01	13	41 3	
672	5	"Основное мероприятие ""Поддержка российского культурно-гуманитарного присутствия за рубежом"""	"Основное мероприятие ""Поддержка российского культурно-гуманитарного присутствия за рубежом"""	319503,2	320503,5	291166,3	01	13	41 3 01	
673	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	319503,2	320503,5	291166,3	01	13	41 3 01 90000	200
674	5	"Основное мероприятие ""Обеспечение реализации подпрограммы"""	"Основное мероприятие ""Обеспечение реализации подпрограммы"""	314447,8	296208,7	294669,7	01	13	41 3 04	
675	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	159711,3	159354,3	159902,5	01	13	41 3 04 90000	100
676	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	152082,4	134212,9	132138,2	01	13	41 3 04 90000	200
677	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	2654,1	2641,5	2629	01	13	41 3 04 90000	800
678	3	"Государственная программа Российской Федерации ""Реализация государственной национальной политики"""	"Государственная программа Российской Федерации ""Реализация государственной национальной политики"""	1626123,2	1260548,6	1257582,2	01	13	46	
679	4	"Подпрограмма ""Государственно-общественное партнерство в сфере государственной национальной политики Российской Федерации"""	"Подпрограмма ""Государственно-общественное партнерство в сфере государственной национальной политики Российской Федерации"""	1438239,3	1074647,1	1075821,7	01	13	46 1	
680	5	"Основное мероприятие ""Обеспечение эффективного взаимодействия органов власти с институтами гражданского общества"""	"Основное мероприятие ""Обеспечение эффективного взаимодействия органов власти с институтами гражданского общества"""	1416100	1055000	1055000	01	13	46 1 01	
681	6	Субсидии на поддержку некоммерческих организаций в сфере духовно-просветительской деятельности (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Субсидии на поддержку некоммерческих организаций в сфере духовно-просветительской деятельности (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	1416100	1055000	1055000	01	13	46 1 01 61630	600
682	5	"Основное мероприятие ""Реализация мер по развитию потенциала молодежи и его использование в интересах укрепления российской нации, упрочения мира и согласия"""	"Основное мероприятие ""Реализация мер по развитию потенциала молодежи и его использование в интересах укрепления российской нации, упрочения мира и согласия"""	20415,1	19647,1	19220	01	13	46 1 02	
683	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	20415,1	19647,1	19220	01	13	46 1 02 90000	200
684	5	"Основное мероприятие ""Развитие межрегионального и международного сотрудничества в сфере государственной национальной политики"""	"Основное мероприятие ""Развитие межрегионального и международного сотрудничества в сфере государственной национальной политики"""	1724,2	0	1601,7	01	13	46 1 03	
685	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	1724,2	0	1601,7	01	13	46 1 03 90000	200
686	4	"Подпрограмма ""Общероссийская гражданская идентичность и этнокультурное развитие народов России"""	"Подпрограмма ""Общероссийская гражданская идентичность и этнокультурное развитие народов России"""	39657	39798,1	37548,7	01	13	46 2	
687	5	"Основное мероприятие ""Укрепление общероссийской гражданской идентичности"""	"Основное мероприятие ""Укрепление общероссийской гражданской идентичности"""	8879,4	8809,8	8781,3	01	13	46 2 01	
688	6	Премия Президента Российской Федерации за вклад в укрепление единства российской нации (Социальное обеспечение и иные выплаты населению)	Премия Президента Российской Федерации за вклад в укрепление единства российской нации (Социальное обеспечение и иные выплаты населению)	2500	2500	2500	01	13	46 2 01 30850	300
689	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	6379,4	6309,8	6281,3	01	13	46 2 01 90000	200
690	5	"Основное мероприятие ""Содействие этнокультурному многообразию народов России"""	"Основное мероприятие ""Содействие этнокультурному многообразию народов России"""	30777,6	30988,3	28767,4	01	13	46 2 02	
691	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	30777,6	30988,3	28767,4	01	13	46 2 02 90000	200
692	4	"Подпрограмма ""Русский язык и языки народов России"""	"Подпрограмма ""Русский язык и языки народов России"""	4400	4400	4400	01	13	46 3	
693	5	"Основное мероприятие ""Поддержка языков народов России"""	"Основное мероприятие ""Поддержка языков народов России"""	4400	4400	4400	01	13	46 3 02	
694	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	4400	4400	4400	01	13	46 3 02 90000	200
695	4	"Подпрограмма ""Профилактика экстремизма на национальной и религиозной почве"""	"Подпрограмма ""Профилактика экстремизма на национальной и религиозной почве"""	14749	14623,5	14047	01	13	46 7	
696	5	"Основное мероприятие ""Мониторинг в сфере межнациональных и межконфессиональных отношений"""	"Основное мероприятие ""Мониторинг в сфере межнациональных и межконфессиональных отношений"""	10000	10000	10000	01	13	46 7 01	
697	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	10000	10000	10000	01	13	46 7 01 90000	200
698	5	"Основное мероприятие ""Реализация мер по профилактике и предупреждению попыток разжигания расовой, национальной и религиозной розни, ненависти, либо вражды"""	"Основное мероприятие ""Реализация мер по профилактике и предупреждению попыток разжигания расовой, национальной и религиозной розни, ненависти, либо вражды"""	4749	4623,5	4047	01	13	46 7 02	
699	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	4749	4623,5	4047	01	13	46 7 02 90000	200
700	4	"Подпрограмма ""Обеспечение реализации Государственной программы"""	"Подпрограмма ""Обеспечение реализации Государственной программы"""	129077,9	127079,9	125764,8	01	13	46 8	
701	5	"Основное мероприятие ""Совершенствование управления реализацией Программы, мониторинг реализации госпрограммы"""	"Основное мероприятие ""Совершенствование управления реализацией Программы, мониторинг реализации госпрограммы"""	129077,9	127079,9	125764,8	01	13	46 8 01	
702	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	60394	60416,8	60462,3	01	13	46 8 01 90000	100
703	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	67370,7	65402,7	64094,9	01	13	46 8 01 90000	200
704	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	1313,2	1260,4	1207,6	01	13	46 8 01 90000	800
705	3	Обеспечение деятельности отдельных федеральных государственных органов	Обеспечение деятельности отдельных федеральных государственных органов	41698342,2	37939263,5	32178213,2	01	13	89	
706	4	Общественная палата Российской Федерации	Общественная палата Российской Федерации	794545,7	773415,1	759327,8	01	13	89 3	
707	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	115176,2	115176,2	115176,2	01	13	89 3 00 90000	100
708	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	664813,3	643782,7	629695,4	01	13	89 3 00 90000	200
